isic_code,isic_level,section,activity_title,aml_rating,risk_score,risk_theme,risk_drivers,cdd_edd,controls,rule_id,rule_basis,notes,source_url
203,Group,C,Manufacture of man-made fibres,Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
2030,Class,C,Manufacture of man-made fibres,Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
21,Division,C,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
210,Group,C,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
2100,Class,C,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
22,Division,C,Manufacture of rubber and plastic products,Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
221,Group,C,Manufacture of rubber products,Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
2211,Class,C,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
2219,Class,C,Manufacture of other rubber products,Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
222,Group,C,Manufacture of plastics products,Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
2220,Class,C,Manufacture of plastics products,Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
23,Division,C,Manufacture of other non-metallic mineral products,Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
231,Group,C,Manufacture of glass and glass products,Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
2310,Class,C,Manufacture of glass and glass products,Medium,2,Manufacturing,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
