rakez_code,activity_name,description,licence_type,activity_group,isic_code,isic_title,isic_level,aml_rating,risk_score,risk_theme,cdd_edd,matched_rules,prohibited,zone,source,mapping_basis
514331,"Doors, Windows & Other Plastic Building Products Trading","Includes reselling plastic or fiberglass products and requisites for building and construction projects such as, doors, windows, cladding sheets, partitions, plastic decorations, mesh for fly, dust and sun rays screening and trapping, manhole cover, water tanks, and similar products made of plastic or semi-plastic materials.",Commercial,Building materials trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,MH05,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514331 → ISIC 51 (Division)
5122-29,Dried Vegetables & Fruit Trading,"Includes reselling vegetables and fruit dried through sun, or through dryers or dehydrators, such as figs, pineapple, peaches, apricots.",Commercial,Foodstuff trading,512,Freight air transport,Group,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5122-29 → ISIC 512 (Group)
742143,"Drilling, Stock & Production Engineering Consultancy","Includes providing services and consultancies related to designing and implementing procedures to drill wells as safely and economically as possible, also, the production engineering which focuses on designing and selecting equipment to extract and treat oil and gas well fluids.",Service,Consultancy -C- Petrol and Water,742,Photographic activities,Group,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 742143 → ISIC 742 (Group)
513948,Dry Batteries Trading,"includes reselling the device consisting of one or more electrochemical cells that convert stored chemical energy into electrical energy, it involves the primary type which is used once and discharges, and the secondary type which is designed to be recharged and used multiple times",Commercial,Separate trading activities,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513948 → ISIC 51 (Division)
1513-07,Dry Fruit & Vegetables Packaging,"Includes drying fruits and vegetables either through sun drying, or through dryers or dehydrators.",Industrial,Food industries,151,"Tanning, dyeing, dressing of leather and fur; manufacture of luggage, handbags, saddlery and harness",Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 1513-07 → ISIC 151 (Group)
241106,Dry Ice Manufacturing,"Includes manufacturing dry ice by pressurizing and liquefying carbon dioxide in steel cylinders, and when vaporizing the liquid to turn into a snow-like material which is characterized having several times the cooling capacity of the normal ice, it’s used in food and beverage preservation, transport refrigeration, meat processing, equipment blast cleaning, cattle branding, fumigation, fog creation.",Industrial,Manufacturing of chemicals,241,Manufacture of basic iron and steel,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 241106 → ISIC 241 (Group)
519014,Dry Ice Trading,"Includes reselling dry ice which is a solid carbon dioxide at a very low temperature, it’s characterized by having several times the cooling capacity of the normal ice, it’s used in food and beverage preservation, transport refrigeration, meat processing, equipment blast cleaning, cattle branding, fumigation, fog creation...etc.",Commercial,Separate trading activities,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 519014 → ISIC 51 (Division)
100057,Dubbing/subtitling,Dubbing/subtitling,Media,Production (Film/ TV and Radio),10,Manufacture of food products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 100057 → ISIC 10 (Division)
801005,Early Learning Center Is an establishment licensed for,providing education and skills development under the age of six according to programs/curriculums certified by the certified by the knowledge and Human Development Authority suitable to their ages and groups.,Educational,Schools / Early Learning Centre,801,Investigation and security activities,Group,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 801005 → ISIC 801 (Group)
5510-13,Economy Hotel,Includes hotels that offer a very limited amount of on-site amenities and often only offer basic accommodations with little to no services.,Service,Tourism Activites,5510,Hotels and similar accommodation activities,Class,Medium,2,Accommodation / food services,Standard CDD + monitoring,MH02,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5510-13 → ISIC 5510 (Class)
722905,Education & Training Computer Software,"Includes providing computer systems analysis and software design to the facilities involved in education and training process, it involves analyzing the user’s needs and problems and offering consultancy on the best economical solution and the programs necessary for realizing such a solution, also, the software installation, testing and operation.",Service,"Consultancy -D- management, information and marketing",722,Research and experimental development on social sciences and humanities,Group,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 722905 → ISIC 722 (Group)
851238,Education Institute Education Institute Educational Training Instititute /,,Educational,consultancy,851,Pre-primary education,Group,Low,1,Education,Standard CDD,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 851238 → ISIC 851 (Group)
809061,Education Support Services,"Includes institutions primarily engaged in providing non-instructional services that support educational processes or systems, including the provision of examination preparation. Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809061 → ISIC 80 (Division)
513905,Educational Aids Trading,"Includes reselling drawings, specimens, maps, samples, as well motion pictures and T .V. documentaries and slides usually used as educational and demonstratives.",Commercial,Stationary and books trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513905 → ISIC 51 (Division)
809016,Educational Consultancies,"Includes firms specialized in providing consultancy, working out educational studies for educational institutions such as schools, institutes, universities and the supervisory bodies such as ministries, associations etc. These studies deal with the academic curricula, means of developing educational institutions, planning teaching and training programs, qualifying teaching staff and educational examination, assessment and management systems as well as ways of cooperation with the international o Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809016 → ISIC 80 (Division)
809010,Educational Services Educational Services Educational Training Instititute /,,Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809010 → ISIC 80 (Division)
809050,Educators Professional Development,"Includes providing training program on learning process and the theories, methods and techniques of imparting knowledge to others, involving education science educational assessment, testing and measurement educational evaluation and research, pedagogical sciences. Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809050 → ISIC 80 (Division)
289927,Egg Incubators Manufacturing,"Includes manufacturing automated poultry breeders which maintain humidity, temperature and lighting necessary for egg hatching.",Industrial,Other metal indusries,28,Manufacture of machinery and equipment n.e.c.,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 289927 → ISIC 28 (Division)
5122-09,Egg Trading Include reselling,poultry and birds eggs for consumption or incubation.,Commercial,"Foodstuff trading 8541004 Equestrian education, horse riding Equestrian education, horse riding Service Sport Club 9312010 Equestrian, Camels, Hunting and Stables Clubs Equestrian, Camels, Hunting and Stables Clubs Service Sport Club",512,Freight air transport,Group,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5122-09 → ISIC 512 (Group)
501006,Electric Cars Trading,"Includes electric mini cars designed to serve in golf clubs, football stadiums, horse racetracks as well as passengers and visitors shuttles in airports and malls.",Commercial,Trading in motor vehicles and motorcysles,501,Sea and coastal water transport,Group,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 501006 → ISIC 501 (Group)
315001,Electric Lamps Manufacturing,"Includes manufacture of discharge, incandescent, fluorescent, ultra-violet, infra-red lamps",Industrial,Lighting equipment manufacturing1,31,Manufacture of furniture,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 315001 → ISIC 31 (Division)
311001,Electric Motors & Generators Manufacturing,"Includes manufacturing the devices which convert the electrical energy into mechanical energy to operate washing machines, airconditions, vacuum cleaners, hair dryers, sewing machines, including also the devices which produce electrical energy from mechanical energy.",Industrial,Appliances and machinery manufacturing,31,Manufacture of furniture,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 311001 → ISIC 31 (Division)
293002,Electric Water Heaters Manufacturing,Includes manufacturing electrically operated household water heaters and swimming pools as well as any device for heating water.,Industrial,Appliances and machinery manufacturing,2930,Manufacture of parts and accessories for motor vehicles,Class,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 293002 → ISIC 2930 (Class)
